Urban,Type,CID,b2,b3,b4,b8,b11,hue,sat,val,BUI,NDBI,VBI
0,7,0,0.0317000,0.0607000,0.0457000,0.3864000,0.2280000,0.2528740,0.4777590,0.0607000,-1.0462900,-0.2578120,-0.7745420
0,7,0,0.0290000,0.0634000,0.0418000,0.4672000,0.2745000,0.2713180,0.5425870,0.0634000,-1.0955600,-0.2598090,-0.7907540
0,7,0,0.0340000,0.0643000,0.0420000,0.3002000,0.2069000,0.2893290,0.4712290,0.0643000,-0.9385170,-0.1839870,-0.7598630
0,7,0,0.0446000,0.0885000,0.0624000,0.3704000,0.2446000,0.2657560,0.4960450,0.0885000,-0.9161980,-0.2045530,-0.6972000
0,7,0,0.0253000,0.0574000,0.0301000,0.5080000,0.2585000,0.3084110,0.5592330,0.0574000,-1.2136300,-0.3255060,-0.8138280
0,7,0,0.0390000,0.0726000,0.0564000,0.3836000,0.3029000,0.2470240,0.4628100,0.0726000,-0.8611890,-0.1175530,-0.7288060
0,7,0,0.0439000,0.0816000,0.0675000,0.4144000,0.2604000,0.2290010,0.4620100,0.0816000,-0.9480750,-0.2282160,-0.6997850
0,7,0,0.0407000,0.0878000,0.0516000,0.3992000,0.2305000,0.2947630,0.5364470,0.0878000,-1.0389800,-0.2679050,-0.7187010
0,7,0,0.0200000,0.0542000,0.0320000,0.3572000,0.1827000,0.2748540,0.6309960,0.0542000,-1.1587700,-0.3232080,-0.8417970
0,7,0,0.0473000,0.0902000,0.0688000,0.3132000,0.2453000,0.2498060,0.4756100,0.0902000,-0.7613660,-0.1215760,-0.6811650
1,6,0,0.1494000,0.1982000,0.2250000,0.3444000,0.3457000,0.1075840,0.3360000,0.2250000,-0.2078110,0.0018838,-0.1978610
0,7,0,0.0467000,0.0894000,0.0608000,0.3296000,0.2121000,0.2782980,0.4776290,0.0894000,-0.9054340,-0.2169100,-0.6846720
0,7,0,0.0436000,0.1013000,0.0662000,0.3784000,0.2562000,0.2680530,0.5695950,0.1013000,-0.8947660,-0.1925620,-0.6980150
0,7,0,0.0379000,0.0662000,0.0568000,0.3228000,0.2252000,0.2220260,0.4274920,0.0662000,-0.8788400,-0.1781020,-0.7318170
0,7,0,0.0326000,0.0650000,0.0440000,0.2718000,0.2102000,0.2746910,0.4984620,0.0650000,-0.8491430,-0.1278010,-0.7692830
0,7,0,0.0485000,0.0756000,0.0634000,0.3688000,0.2785000,0.2416970,0.3584660,0.0756000,-0.8461200,-0.1395030,-0.6516660
0,7,0,0.0322000,0.0739000,0.0486000,0.4344000,0.2313000,0.2677860,0.5642760,0.0739000,-1.1038500,-0.3050920,-0.7684020
0,7,0,0.0420000,0.0688000,0.0616000,0.2916000,0.2440000,0.2114430,0.3895350,0.0688000,-0.7400610,-0.0888723,-0.6997830
0,7,0,0.0592000,0.0849000,0.0868000,0.3356000,0.2792000,0.1551930,0.3179720,0.0868000,-0.6807520,-0.0917372,-0.5711170
0,7,0,0.0277000,0.0600000,0.0439000,0.4272000,0.2524000,0.2497420,0.5383330,0.0600000,-1.0708400,-0.2572100,-0.7994430
0,7,0,0.0647000,0.1158000,0.0976000,0.4276000,0.3091000,0.2260270,0.4412780,0.1158000,-0.7891850,-0.1608520,-0.5842590
0,7,0,0.0666000,0.1036000,0.1070000,0.3728000,0.3314000,0.1526400,0.3775700,0.1070000,-0.6127710,-0.0587901,-0.5583710
0,7,0,0.0471000,0.0768000,0.0690000,0.2640000,0.2436000,0.2104380,0.3867190,0.0768000,-0.6257750,-0.0401891,-0.6686220
0,7,0,0.0534000,0.0844000,0.0696000,0.4280000,0.2626000,0.2462370,0.3672990,0.0844000,-0.9597590,-0.2395020,-0.6262990
0,7,0,0.0836000,0.1056000,0.0995000,0.3308000,0.2989000,0.2128790,0.2083330,0.1056000,-0.5881910,-0.0506590,-0.3272460
0,7,0,0.0263000,0.0584000,0.0385000,0.3640000,0.2357000,0.2699900,0.5496580,0.0584000,-1.0226400,-0.2139400,-0.8079130
0,7,0,0.0563000,0.0919000,0.0790000,0.4216000,0.2630000,0.2270600,0.3873780,0.0919000,-0.9160470,-0.2316680,-0.6165060
0,7,0,0.1001000,0.1614000,0.1516000,0.3852000,0.3633000,0.1933120,0.3798020,0.1614000,-0.4644300,-0.0292585,-0.4035500
0,7,0,0.0398000,0.0832000,0.0604000,0.2980000,0.2370000,0.2542240,0.5216350,0.0832000,-0.7769650,-0.1140190,-0.7248830
0,7,0,0.0486000,0.0639000,0.0592000,0.2442000,0.1903000,0.2178650,0.2394370,0.0639000,-0.7338070,-0.1240510,-0.5786860
0,7,0,0.0434000,0.0803000,0.0636000,0.3896000,0.2611000,0.2420960,0.4595270,0.0803000,-0.9168090,-0.1974800,-0.7024970
0,7,0,0.0250000,0.0534000,0.0350000,0.2924000,0.1851000,0.2746480,0.5318350,0.0534000,-1.0109100,-0.2247120,-0.8175090
0,7,0,0.0383000,0.0753000,0.0526000,0.3692000,0.2050000,0.2689190,0.4913680,0.0753000,-1.0365601,-0.2859630,-0.7342360
0,7,0,0.0289000,0.0548000,0.0380000,0.3772000,0.2055000,0.2747750,0.4726280,0.0548000,-1.1116199,-0.2946630,-0.7921990
0,7,0,0.0271000,0.0537000,0.0334000,0.2988000,0.1878000,0.2938600,0.4953440,0.0537000,-1.0270300,-0.2281130,-0.8043870
0,7,0,0.0265000,0.0681000,0.0264000,0.5724000,0.2152000,0.3337330,0.6123350,0.0681000,-1.3653500,-0.4535300,-0.7998340
0,7,0,0.0368000,0.0760000,0.0405000,0.4308000,0.2083000,0.3176020,0.5157890,0.0760000,-1.1762800,-0.3481460,-0.7431520
0,7,0,0.0245000,0.0521000,0.0308000,0.4020000,0.2056000,0.2952900,0.5297500,0.0521000,-1.1809100,-0.3232390,-0.8209160
1,3,0,0.1108000,0.1464000,0.1698000,0.2916000,0.3002000,0.1005650,0.3474680,0.1698000,-0.2494470,0.0145319,-0.3434730
0,7,0,0.0474000,0.0744000,0.0666000,0.2686000,0.2297000,0.2148150,0.3629030,0.0744000,-0.6806910,-0.0780654,-0.6597330
1,6,0,0.2082000,0.2144000,0.2320000,0.4144000,0.3576000,0.0434174,0.1025860,0.2320000,-0.3557530,-0.0735751,0.3867880
0,8,0,0.0326000,0.0553000,0.0388000,0.0512000,0.0407000,0.2878120,0.4104880,0.0553000,-0.2520320,-0.1142550,-0.7625530
0,7,0,0.0430000,0.0854000,0.0636000,0.3908000,0.2707000,0.2523580,0.4964870,0.0854000,-0.9016270,-0.1815570,-0.7064720
1,6,0,0.1896000,0.2198000,0.2354000,0.3112000,0.3251000,0.1098980,0.1945620,0.2354000,-0.1168300,0.0218450,0.0949794
0,7,0,0.0427000,0.0788000,0.0468000,0.3868000,0.1861000,0.3144040,0.4581220,0.0788000,-1.1344600,-0.3503230,-0.7064750
0,7,0,0.0604000,0.0956000,0.0942000,0.2946000,0.2784000,0.1732950,0.3682010,0.0956000,-0.5437040,-0.0282723,-0.5877540
0,7,0,0.0632000,0.1166000,0.0844000,0.4156000,0.2704000,0.2671660,0.4579760,0.1166000,-0.8740620,-0.2116620,-0.5941360
0,7,0,0.0510000,0.0728000,0.0752000,0.2608000,0.2084000,0.1501380,0.3218090,0.0752000,-0.6640600,-0.1116790,-0.6211670
0,7,0,0.0400000,0.0825000,0.0744000,0.3332000,0.2793000,0.1984310,0.5151520,0.0825000,-0.7229360,-0.0880000,-0.7239190
1,3,0,0.1316000,0.1504000,0.1378000,0.2922000,0.2267000,0.2783690,0.1250000,0.1504000,-0.4852980,-0.1262290,0.0922297
0,7,0,0.0520000,0.1032000,0.0814000,0.4152000,0.3006000,0.2376300,0.4961240,0.1032000,-0.8322710,-0.1601010,-0.6556120
0,7,0,0.0507000,0.0910000,0.0736000,0.3078000,0.2703000,0.2386270,0.4428570,0.0910000,-0.6789210,-0.0648677,-0.6590850
0,7,0,0.0249000,0.0614000,0.0307000,0.5092000,0.2008000,0.3068490,0.5944630,0.0614000,-1.3206400,-0.4343660,-0.8127660
0,9,0,0.0860000,0.1220000,0.1544000,0.2994000,0.3243000,0.0877193,0.4430050,0.1544000,-0.2796010,0.0399230,-0.4830980
0,7,0,0.0712000,0.1212000,0.1110000,0.3304000,0.2451000,0.2006670,0.4125410,0.1212000,-0.6452740,-0.1482190,-0.5458470
0,7,0,0.0475000,0.0770000,0.0668000,0.2492000,0.2425000,0.2242940,0.3831170,0.0770000,-0.5908410,-0.0136262,-0.6653020
0,7,0,0.0460000,0.0886000,0.0814000,0.3572000,0.2154000,0.1948360,0.4808130,0.0886000,-0.8764610,-0.2476420,-0.6888020
0,7,0,0.0409000,0.0786000,0.0551000,0.3228000,0.2312000,0.2705570,0.4796440,0.0786000,-0.8737310,-0.1653430,-0.7184030
0,7,0,0.0277000,0.0545000,0.0330000,0.4792000,0.1999000,0.3003730,0.4917430,0.0545000,-1.2824200,-0.4112800,-0.8004550
0,7,0,0.0472000,0.0820000,0.0726000,0.2802000,0.2491000,0.2116860,0.4243900,0.0820000,-0.6471920,-0.0587568,-0.6761390
0,7,0,0.0380000,0.0700000,0.0560000,0.3456000,0.2384000,0.2395830,0.4571430,0.0700000,-0.9046770,-0.1835620,-0.7344170
0,9,0,0.0716000,0.1076000,0.1262000,0.3276000,0.3451000,0.1098900,0.4326470,0.1262000,-0.4177930,0.0260146,-0.5483560
0,7,0,0.0271000,0.0598000,0.0398000,0.3940000,0.2299000,0.2686030,0.5468230,0.0598000,-1.0795300,-0.2630230,-0.8028430
0,7,0,0.0390000,0.0838000,0.0578000,0.3996000,0.2352000,0.2633930,0.5346060,0.0838000,-1.0062500,-0.2589790,-0.7289810
0,7,0,0.0600000,0.1012000,0.0917000,0.3328000,0.2858000,0.2050970,0.4071150,0.1012000,-0.6439400,-0.0759780,-0.6018210
0,7,0,0.0881000,0.1192000,0.1032000,0.3696000,0.2670000,0.2524120,0.2609060,0.1192000,-0.7246200,-0.1611690,-0.3728070
0,7,0,0.0700000,0.1174000,0.1168000,0.4156000,0.3838000,0.1687760,0.4037480,0.1174000,-0.6010120,-0.0397798,-0.5494560
0,7,0,0.0372000,0.0818000,0.0687000,0.3476000,0.2773000,0.2156200,0.5452320,0.0818000,-0.7824480,-0.1124980,-0.7390880
0,7,0,0.0620000,0.1138000,0.0824000,0.5288000,0.3478000,0.2676960,0.4551850,0.1138000,-0.9368460,-0.2064800,-0.5999890
0,7,0,0.0794000,0.1276000,0.1218000,0.3568000,0.3265000,0.1867220,0.3777430,0.1276000,-0.5353590,-0.0443436,-0.4949960
0,7,0,0.0379000,0.0628000,0.0548000,0.3256000,0.2064000,0.2202140,0.3964970,0.0628000,-0.9359420,-0.2240600,-0.7265380
0,7,0,0.0380000,0.0680000,0.0470000,0.4136000,0.2280000,0.2833330,0.4411770,0.0680000,-1.0852000,-0.2892770,-0.7329020
0,7,0,0.0488000,0.0808000,0.0737000,0.2864000,0.2626000,0.2036460,0.3960400,0.0808000,-0.6340210,-0.0433515,-0.6611020
0,7,0,0.0640000,0.1024000,0.1008000,0.3548000,0.3360000,0.1736110,0.3750000,0.1024000,-0.5847210,-0.0272148,-0.5710100
0,7,0,0.0466000,0.0975000,0.0750000,0.5040000,0.3286000,0.2403410,0.5220510,0.0975000,-0.9515980,-0.2106650,-0.6852560
0,7,0,0.0490000,0.0834000,0.0727000,0.2872000,0.2616000,0.2185080,0.4124700,0.0834000,-0.6426460,-0.0466472,-0.6636220
0,7,0,0.0557000,0.1002000,0.0858000,0.4300000,0.2870000,0.2205990,0.4441120,0.1002000,-0.8667550,-0.1994420,-0.6318290
0,7,0,0.0457000,0.0952000,0.0644000,0.3860000,0.2542000,0.2703700,0.5199580,0.0952000,-0.9199050,-0.2058730,-0.6904860
0,7,0,0.0359000,0.0730000,0.0474000,0.3564000,0.2305000,0.2816710,0.5082190,0.0730000,-0.9797470,-0.2145170,-0.7488040
0,7,0,0.0415000,0.0770000,0.0650000,0.3820000,0.2619000,0.2230050,0.4610390,0.0770000,-0.8956920,-0.1865200,-0.7137750
0,7,0,0.0384000,0.0762000,0.0495000,0.3556000,0.1980000,0.2843920,0.4960630,0.0762000,-1.0403000,-0.2846820,-0.7336890
0,7,0,0.0366000,0.0670000,0.0550000,0.3888000,0.2335000,0.2324560,0.4537310,0.0670000,-1.0017000,-0.2495580,-0.7426700
0,7,0,0.0380000,0.0756000,0.0528000,0.3540000,0.2083000,0.2677300,0.4973550,0.0756000,-0.9995270,-0.2591140,-0.7361050
0,7,0,0.0324000,0.0670000,0.0320000,0.4756000,0.2351000,0.3352380,0.5223880,0.0670000,-1.2123200,-0.3383990,-0.7726460
0,7,0,0.0276000,0.0557000,0.0490000,0.2972000,0.2187000,0.2064060,0.5044880,0.0557000,-0.8690880,-0.1521610,-0.8011380
0,7,0,0.0245000,0.0500000,0.0337000,0.4024000,0.1763000,0.2732030,0.5100000,0.0500000,-1.2361500,-0.3907030,-0.8214290
0,7,0,0.0434000,0.0904000,0.0579000,0.4060000,0.2347000,0.2819150,0.5199120,0.0904000,-1.0177400,-0.2673640,-0.7037580
0,7,0,0.0510000,0.0892000,0.0802000,0.3916000,0.2986000,0.2059340,0.4282510,0.0892000,-0.7947690,-0.1347440,-0.6552330
0,7,0,0.0432000,0.0892000,0.0686000,0.3064000,0.2595000,0.2413040,0.5156950,0.0892000,-0.7170100,-0.0828768,-0.7050730
0,7,0,0.0434000,0.0738000,0.0655000,0.2500000,0.2391000,0.2121710,0.4119240,0.0738000,-0.6070720,-0.0222858,-0.6961240
0,7,0,0.0456000,0.0784000,0.0688000,0.3696000,0.3140000,0.2154470,0.4183670,0.0784000,-0.7674650,-0.0813341,-0.6843590
0,7,0,0.0431000,0.0802000,0.0662000,0.3456000,0.2404000,0.2295600,0.4625940,0.0802000,-0.8580070,-0.1795220,-0.7044920
0,7,0,0.0350000,0.0822000,0.0461000,0.4364000,0.2270000,0.2941380,0.5742090,0.0822000,-1.1245600,-0.3156470,-0.7495460
0,7,0,0.0731000,0.1142000,0.1124000,0.3572000,0.3046000,0.1739660,0.3598950,0.1142000,-0.6007750,-0.0794802,-0.5182400
0,7,0,0.0526000,0.0853000,0.0844000,0.3376000,0.2363000,0.1712540,0.3833530,0.0853000,-0.7765120,-0.1765120,-0.6359780
0,7,0,0.0684000,0.1186000,0.0897000,0.4432000,0.3297000,0.2626160,0.4232710,0.1186000,-0.8102010,-0.1468500,-0.5622580
0,7,0,0.0386000,0.0740000,0.0548000,0.4156000,0.2888000,0.2570620,0.4783780,0.0740000,-0.9470180,-0.1800110,-0.7320680
0,7,0,0.0762000,0.1218000,0.1152000,0.3716000,0.2880000,0.1907890,0.3743840,0.1218000,-0.6534490,-0.1267430,-0.5090530
1,6,0,0.1100000,0.1308000,0.1462000,0.1998000,0.1959000,0.0957642,0.2476060,0.1462000,-0.1647690,-0.0098560,-0.2575020
0,7,0,0.0442000,0.0838000,0.0672000,0.3388000,0.2440000,0.2365320,0.4725540,0.0838000,-0.8316290,-0.1626630,-0.6987530
0,7,0,0.0377000,0.0750000,0.0520000,0.2832000,0.2127000,0.2694370,0.4973330,0.0750000,-0.8319030,-0.1421660,-0.7379150
0,7,0,0.0326000,0.0835000,0.0550000,0.3824000,0.2320000,0.2599870,0.6095810,0.0835000,-0.9933060,-0.2447920,-0.7590470
0,7,0,0.0416000,0.0746000,0.0731000,0.3552000,0.2574000,0.1742420,0.4423590,0.0746000,-0.8182980,-0.1596470,-0.7113890
0,7,0,0.0430000,0.0865000,0.0794000,0.3196000,0.2511000,0.1938700,0.5028900,0.0865000,-0.7220330,-0.1200280,-0.7064760
0,7,0,0.0495000,0.0866000,0.0689000,0.3436000,0.2334000,0.2461810,0.4284060,0.0866000,-0.8569270,-0.1909880,-0.6636940
0,7,0,0.0472000,0.0827000,0.0653000,0.3120000,0.2370000,0.2483570,0.4292620,0.0827000,-0.7904680,-0.1366120,-0.6769290
0,7,0,0.0542000,0.0936000,0.0809000,0.4004000,0.3089000,0.2203890,0.4209400,0.0936000,-0.7928280,-0.1290000,-0.6361800
0,7,0,0.0608000,0.1028000,0.0973000,0.4224000,0.3229000,0.1884920,0.4085600,0.1028000,-0.7590560,-0.1335030,-0.5979350
0,7,0,0.0280000,0.0514000,0.0350000,0.2494000,0.1670000,0.2834760,0.4552530,0.0514000,-0.9517540,-0.1978870,-0.7971000
0,7,0,0.0468000,0.0862000,0.0694000,0.2902000,0.2583000,0.2377330,0.4570770,0.0862000,-0.6721740,-0.0581586,-0.6826660
0,7,0,0.0555000,0.1050000,0.0846000,0.3932000,0.2859000,0.2353540,0.4714290,0.1050000,-0.8038800,-0.1580030,-0.6356880
0,7,0,0.0389000,0.0804000,0.0556000,0.3976000,0.2484000,0.2662650,0.5161690,0.0804000,-0.9855930,-0.2309600,-0.7304590
0,7,0,0.0678000,0.1296000,0.0957000,0.3804000,0.2603000,0.2580910,0.4768520,0.1296000,-0.7854350,-0.1874510,-0.5725960
0,7,0,0.0415000,0.0684000,0.0570000,0.1830000,0.1407000,0.2372990,0.3932750,0.0684000,-0.6556770,-0.1306770,-0.7036880
0,7,0,0.0585000,0.1016000,0.1050000,0.3196000,0.3260000,0.1544800,0.4428570,0.1050000,-0.4955040,0.0099133,-0.6166880
0,7,0,0.0308000,0.0616000,0.0418000,0.4120000,0.2470000,0.2738100,0.5000000,0.0616000,-1.0661600,-0.2503790,-0.7806270
0,7,0,0.0535000,0.0941000,0.0794000,0.3116000,0.2525000,0.2270110,0.4314560,0.0941000,-0.6986310,-0.1047690,-0.6419030
0,9,0,0.1108000,0.1598000,0.1876000,0.4020000,0.3151000,0.1063370,0.4093820,0.1876000,-0.4848190,-0.1211830,-0.3715050
0,7,0,0.0324000,0.0683000,0.0468000,0.4164000,0.2230000,0.2664810,0.5256220,0.0683000,-1.1004000,-0.3024710,-0.7700040
0,7,0,0.0448000,0.0897000,0.0650000,0.3364000,0.2465000,0.2583520,0.5005570,0.0897000,-0.8303620,-0.1542290,-0.6960650
0,7,0,0.0382000,0.0755000,0.0744000,0.2410000,0.2744000,0.1715820,0.4940400,0.0755000,-0.4634140,0.0648040,-0.7348740
0,7,0,0.0479000,0.0929000,0.0672000,0.3472000,0.2418000,0.2618520,0.4843920,0.0929000,-0.8546230,-0.1789470,-0.6781520
1,4,0,0.0722000,0.1010000,0.0956000,0.1966000,0.2148000,0.1979170,0.2851490,0.1010000,-0.3014140,0.0442392,-0.4768850
0,7,0,0.0373000,0.0752000,0.0463000,0.3808000,0.1954000,0.2937560,0.5039890,0.0752000,-1.1049500,-0.3217630,-0.7403270
0,7,0,0.0554000,0.0861000,0.0862000,0.2770000,0.2674000,0.1661260,0.3573090,0.0862000,-0.5429650,-0.0176341,-0.6112820
0,7,0,0.0471000,0.0784000,0.0682000,0.2502000,0.2490000,0.2209800,0.3992350,0.0784000,-0.5740120,-0.0024038,-0.6717160
0,7,0,0.0381000,0.0704000,0.0584000,0.2576000,0.2292000,0.2285860,0.4588070,0.0704000,-0.6887200,-0.0583402,-0.7339410
0,7,0,0.0218000,0.0457000,0.0258000,0.3704000,0.1730000,0.3054390,0.5229760,0.0457000,-1.2330300,-0.3632680,-0.8392760
0,7,0,0.0461000,0.1004000,0.0696000,0.4588000,0.2794000,0.2612030,0.5408370,0.1004000,-0.9795870,-0.2430240,-0.6868550
0,7,0,0.0402000,0.0678000,0.0642000,0.3360000,0.2981000,0.1884060,0.4070800,0.0678000,-0.7389300,-0.0597698,-0.7144540
0,7,0,0.0403000,0.0888000,0.0598000,0.3776000,0.2894000,0.2663230,0.5461710,0.0888000,-0.8588000,-0.1322340,-0.7203020
1,2,0,0.0888000,0.1194000,0.2018000,0.3476000,0.3093000,0.0451327,0.5599600,0.2018000,-0.3236850,-0.0583042,-0.4701750
0,7,0,0.0493000,0.0902000,0.0713000,0.3116000,0.2651000,0.2436840,0.4534370,0.0902000,-0.7082100,-0.0806312,-0.6681610
0,7,0,0.0272000,0.0610000,0.0360000,0.5236000,0.1834000,0.2899410,0.5540980,0.0610000,-1.3525200,-0.4811880,-0.8016580
0,7,0,0.0499000,0.0921000,0.0706000,0.3980000,0.2775000,0.2515800,0.4581980,0.0921000,-0.8770630,-0.1783860,-0.6652720
0,7,0,0.0648000,0.1078000,0.1000000,0.3272000,0.3376000,0.1968990,0.3988870,0.1078000,-0.5161910,0.0156438,-0.5744910
0,7,0,0.0224000,0.0567000,0.0315000,0.4296000,0.2017000,0.2891160,0.6049380,0.0567000,-1.2243700,-0.3610010,-0.8286070
0,7,0,0.0441000,0.0896000,0.0568000,0.3308000,0.2256000,0.2868130,0.5078120,0.0896000,-0.8959870,-0.1890730,-0.7000400
0,7,0,0.0680000,0.1030000,0.0948000,0.3840000,0.3677000,0.2057140,0.3398060,0.1030000,-0.6256940,-0.0216842,-0.5347850
0,7,0,0.0312000,0.0602000,0.0446000,0.3452000,0.2196000,0.2563220,0.4817280,0.0602000,-0.9935440,-0.2223800,-0.7778300
0,7,0,0.0440000,0.0830000,0.0543000,0.3688000,0.2573000,0.2893160,0.4698800,0.0830000,-0.9214100,-0.1780870,-0.6997540
0,7,0,0.0466000,0.0824000,0.0794000,0.3804000,0.3016000,0.1806330,0.4344660,0.0824000,-0.7701750,-0.1155430,-0.6811550
0,7,0,0.0237000,0.0401000,0.0300000,0.3300000,0.1954000,0.2693090,0.4089780,0.0401000,-1.0895200,-0.2561860,-0.8214120
0,7,0,0.0240000,0.0536000,0.0292000,0.4072000,0.1819000,0.3040540,0.5522390,0.0536000,-1.2486300,-0.3824480,-0.8230550
0,7,0,0.0444000,0.0880000,0.0746000,0.3340000,0.2925000,0.2178900,0.4954550,0.0880000,-0.7010920,-0.0662410,-0.6983480
0,7,0,0.0342000,0.0770000,0.0510000,0.4008000,0.2317000,0.2679130,0.5558440,0.0770000,-1.0415900,-0.2673520,-0.7566540
0,7,0,0.0388000,0.0869000,0.0592000,0.4420000,0.2996000,0.2626470,0.5535100,0.0869000,-0.9557840,-0.1920170,-0.7286110
0,9,0,0.0769000,0.1150000,0.1288000,0.3440000,0.3473000,0.1223510,0.4029500,0.1288000,-0.4503870,0.0047736,-0.5155620
0,9,0,0.0485000,0.0771000,0.0760000,0.3068000,0.2411000,0.1730770,0.3709470,0.0771000,-0.7228380,-0.1199120,-0.6558400
0,7,0,0.0474000,0.0888000,0.0670000,0.3120000,0.2462000,0.2544280,0.4662160,0.0888000,-0.7643170,-0.1178790,-0.6800090
0,7,0,0.0404000,0.0792000,0.0600000,0.3006000,0.2327000,0.2491410,0.4898990,0.0792000,-0.7945420,-0.1273200,-0.7216650
0,7,0,0.0640000,0.1018000,0.0898000,0.3556000,0.2603000,0.2195770,0.3713160,0.1018000,-0.7515000,-0.1547330,-0.5696620
0,7,0,0.0224000,0.0456000,0.0328000,0.2790000,0.2376000,0.2586210,0.5087720,0.0456000,-0.8697480,-0.0801394,-0.8354900
0,7,0,0.0476000,0.0814000,0.0744000,0.2966000,0.2593000,0.2011830,0.4152330,0.0814000,-0.6660200,-0.0670984,-0.6721930
0,7,0,0.0247000,0.0446000,0.0357000,0.2938000,0.1942000,0.2412060,0.4461880,0.0446000,-0.9874060,-0.2040980,-0.8182520
0,7,0,0.0426000,0.0857000,0.0840000,0.3888000,0.2869000,0.1732400,0.5029170,0.0857000,-0.7954770,-0.1508070,-0.7088090
0,7,0,0.0359000,0.0624000,0.0476000,0.3112000,0.2200000,0.2597480,0.4246790,0.0624000,-0.9063580,-0.1716870,-0.7437790
0,7,0,0.0964000,0.1424000,0.1510000,0.3140000,0.3162000,0.1404150,0.3615890,0.1510000,-0.3470470,0.0034910,-0.4108340
0,7,0,0.0285000,0.0567000,0.0351000,0.2988000,0.1743000,0.2943260,0.4973540,0.0567000,-1.0529200,-0.2631580,-0.7953270
0,7,0,0.0235000,0.0533000,0.0358000,0.3132000,0.1854000,0.2645410,0.5590990,0.0533000,-1.0511600,-0.2563180,-0.8259310
0,7,0,0.0289000,0.0524000,0.0337000,0.2674000,0.1705000,0.2992910,0.4484730,0.0524000,-0.9974370,-0.2212830,-0.7907650
0,7,0,0.0681000,0.1204000,0.0938000,0.4308000,0.3270000,0.2514340,0.4343850,0.1204000,-0.7793700,-0.1369750,-0.5659580
0,7,0,0.0396000,0.0705000,0.0482000,0.3028000,0.2083000,0.2869470,0.4382980,0.0705000,-0.9102510,-0.1848950,-0.7228760
0,7,0,0.0323000,0.0728000,0.0410000,0.4820000,0.2210000,0.2975310,0.5563190,0.0728000,-1.2144800,-0.3712660,-0.7685650
0,7,0,0.0257000,0.0496000,0.0283000,0.4168000,0.1774000,0.3152020,0.4818550,0.0496000,-1.2757300,-0.4028950,-0.8133430
0,7,0,0.0536000,0.0866000,0.0794000,0.3372000,0.2691000,0.2030300,0.3810620,0.0866000,-0.7311400,-0.1123210,-0.6296470
0,7,0,0.0346000,0.0867000,0.0431000,0.4700000,0.2401000,0.3061420,0.6009230,0.0867000,-1.1557600,-0.3237570,-0.7478270
0,7,0,0.0445000,0.0832000,0.0629000,0.3056000,0.2508000,0.2540910,0.4651440,0.0832000,-0.7571060,-0.0984903,-0.6965410
0,7,0,0.0416000,0.0860000,0.0608000,0.3056000,0.2356000,0.2612610,0.5162790,0.0860000,-0.7974640,-0.1293420,-0.7144180
0,7,0,0.0434000,0.0772000,0.0593000,0.3184000,0.2304000,0.2549310,0.4378240,0.0772000,-0.8463440,-0.1603500,-0.7002080
0,7,0,0.0669000,0.1230000,0.1276000,0.3920000,0.2873000,0.1540360,0.4757050,0.1276000,-0.6629820,-0.1541290,-0.5769970
0,7,0,0.0220000,0.0516000,0.0263000,0.4084000,0.1828000,0.3091220,0.5736430,0.0516000,-1.2605900,-0.3815970,-0.8349440
1,1,0,0.2392000,0.2670000,0.2548000,0.2590000,0.3027000,0.2398080,0.1041200,0.2670000,0.0696251,0.0777995,0.4388880
0,7,0,0.0381000,0.0760000,0.0576000,0.3848000,0.2601000,0.2475810,0.4986840,0.0760000,-0.9329650,-0.1933630,-0.7355070
0,7,0,0.0502000,0.0898000,0.0758000,0.3572000,0.2488000,0.2255890,0.4409800,0.0898000,-0.8287620,-0.1788780,-0.6616300
0,7,0,0.0460000,0.0764000,0.0836000,0.2812000,0.2478000,0.1347520,0.4497610,0.0836000,-0.6048050,-0.0631380,-0.6865160
0,7,0,0.0419000,0.0850000,0.0604000,0.3980000,0.2288000,0.2617940,0.5070590,0.0850000,-1.0064200,-0.2699430,-0.7128660
0,7,0,0.0622000,0.1036000,0.0717000,0.3932000,0.2381000,0.2950890,0.3996140,0.1036000,-0.9372300,-0.2456840,-0.5882470
0,7,0,0.0313000,0.0764000,0.0426000,0.3604000,0.2072000,0.2915740,0.5903140,0.0764000,-1.0584900,-0.2699080,-0.7708160
0,7,0,0.0302000,0.0644000,0.0379000,0.3964000,0.1847000,0.2958090,0.5310560,0.0644000,-1.1897800,-0.3643090,-0.7836950
0,7,0,0.0419000,0.1018000,0.0513000,0.4508000,0.2297000,0.3071790,0.5884090,0.1018000,-1.1205699,-0.3249080,-0.7050170
0,7,0,0.0362000,0.0704000,0.0608000,0.3380000,0.2553000,0.2134500,0.4857950,0.0704000,-0.8344750,-0.1393900,-0.7468520
0,7,0,0.0368000,0.0669000,0.0474000,0.2966000,0.1958000,0.2746400,0.4499250,0.0669000,-0.9291300,-0.2047120,-0.7411120
0,7,0,0.0536000,0.0986000,0.0844000,0.3544000,0.2753000,0.2192590,0.4563890,0.0986000,-0.7409300,-0.1256150,-0.6446780
0,7,0,0.0423000,0.0824000,0.0565000,0.3716000,0.2394000,0.2743140,0.4866500,0.0824000,-0.9524100,-0.2163670,-0.7103950
0,7,0,0.1002000,0.1184000,0.1396000,0.2814000,0.2419000,0.0769882,0.2822350,0.1396000,-0.4123000,-0.0754825,-0.3381300
